movie_title,movie_imdb_link,title_year,color,genres,plot_keywords,duration,language,country,content_rating,num_critic_for_reviews,num_user_for_reviews,director_name,imdb_score,budget,gross,movie_facebook_likes,director_facebook_likes,actor_1_name,actor_2_name,actor_3_name,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,num_voted_users,facenumber_in_poster,aspect_ratio
Loose CannonsÂ ,http://www.imdb.com/title/tt1405810/?ref_=fn_tt_tt_1,2010,Color,Comedy|Drama|Romance,gay|gay friend|grandmother grandson relationship|heart attack|mother son relationship,110,Italian,Italy,,81,29,Ferzan Ozpetek,7.3,,,0,798,Riccardo Scamarcio,Alessandro Preziosi,Lunetta Savino,580,26,16,662,8667,9,2.35
Lords of LondonÂ ,http://www.imdb.com/title/tt1800337/?ref_=fn_tt_tt_1,2014,Color,Crime|Mystery|Thriller,gang leader|italian woman|period piece|purgatory|suicide,90,English,UK,R,3,18,Antonio Simoncini,3.1,3440000,,606,0,Ray Winstone,Joe Egan,Glen Murphy,1000,53,37,1183,610,1,2.35
Lottery TicketÂ ,http://www.imdb.com/title/tt0979434/?ref_=fn_tt_tt_1,2010,Color,Comedy,block party|eurocopter ec120 colibri|fortune cookie|lottery ticket|reverend,99,English,USA,PG-13,62,30,Erik White,4.9,,24708699,0,17,Brandon T. Jackson,Loretta Devine,Shad Moss,918,912,826,4797,7991,7,2.35
Love & Other DrugsÂ ,http://www.imdb.com/title/tt0758752/?ref_=fn_tt_tt_1,2010,Color,Comedy|Drama|Romance,female nudity|male objectification|pfizer|viagra|zoloft,112,English,USA,R,219,215,Edward Zwick,6.7,30000000,32357532,24000,380,Jake Gyllenhaal,Anne Hathaway,Judy Greer,15000,11000,2000,31278,143368,0,1.85
Love in the Time of MonstersÂ ,http://www.imdb.com/title/tt2403415/?ref_=fn_tt_tt_1,2014,Color,Comedy|Horror,bigfoot|love|monster|sasquatch|tourist,97,English,USA,,9,5,Matt Jackson,5.4,500000,,194,0,Kane Hodder,Paul Elia,Alex Sanborn,935,709,271,2350,143,3,
Love RanchÂ ,http://www.imdb.com/title/tt1125929/?ref_=fn_tt_tt_1,2010,Color,Comedy|Drama|Romance|Sport,argentine|brothel|cancer|female full frontal nudity|fight,117,English,USA,R,49,17,Taylor Hackford,5.7,25000000,134904,636,138,Scout Taylor-Compton,Bai Ling,Gil Birmingham,908,581,416,3204,2395,9,1.78
Love the CoopersÂ ,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1,2015,Color,Comedy,christmas|family dinner|husband wife conflict|husband wife kiss|large family,107,English,USA,PG-13,97,68,Jessie Nelson,5.7,17000000,26284475,0,24,Olivia Wilde,Alex Borstein,TimothÃ©e Chalamet,10000,566,85,10691,9051,13,2.35
LovesickÂ             ,http://www.imdb.com/title/tt4051832/?ref_=fn_tt_tt_1,,Color,Comedy,blond boy|chlamydia|list|male rear nudity|young couple,24,English,UK,,3,18,,7.9,,,0,,Antonia Thomas,Johnny Flynn,Hannah Britland,381,102,44,592,2651,3,
LucyÂ ,http://www.imdb.com/title/tt2872732/?ref_=fn_tt_tt_1,2014,Color,Action|Sci-Fi|Thriller,brain capacity|drugs|fictional drug|one woman army|tough girl,89,English,France,R,433,918,Luc Besson,6.4,40000000,126546825,83000,0,Scarlett Johansson,Morgan Freeman,Amr Waked,19000,11000,903,32325,327367,0,2.35
LutherÂ             ,http://www.imdb.com/title/tt1474684/?ref_=fn_tt_tt_1,,Color,Crime|Drama|Mystery|Thriller,murder|police|psychopath,60,English,UK,TV-MA,51,105,,8.6,,,20000,,Ruth Wilson,Indira Varma,Warren Brown,2000,729,256,3823,70568,1,16
M*A*S*HÂ             ,http://www.imdb.com/title/tt0068098/?ref_=fn_tt_tt_1,,Color,Comedy|Drama|War,colonel|doctor|korean war|major|nurse,25,English,USA,TV-PG,55,147,,8.4,,,0,,David Ogden Stiers,Jamie Farr,Mike Farrell,443,421,395,2195,36265,5,4
MacGruberÂ ,http://www.imdb.com/title/tt1470023/?ref_=fn_tt_tt_1,2010,Color,Action|Comedy|Romance,colonel|lieutenant|nuclear warhead|team|washington d.c.,95,English,USA,R,163,125,Jorma Taccone,5.5,10000000,8460995,0,434,Jasper Cole,Will Forte,Powers Boothe,1000,622,472,2618,35888,3,2.35
Machete KillsÂ ,http://www.imdb.com/title/tt2002718/?ref_=fn_tt_tt_1,2013,Color,Action|Comedy|Crime|Thriller,arms dealer|battle|bomb|machete|missile,107,English,Russia,R,260,164,Robert Rodriguez,5.6,20000000,7268659,48000,0,Alexa PenaVega,DemiÃ¡n Bichir,Marko Zaror,2000,749,99,2848,59248,7,1.85
MacheteÂ ,http://www.imdb.com/title/tt0985694/?ref_=fn_tt_tt_1,2010,Color,Action|Crime|Thriller,machete|mexican|mexico|priest|texas,105,English,USA,R,391,392,Ethan Maniquis,6.7,10500000,26589953,44000,20,Robert De Niro,Don Johnson,Cheech Marin,22000,982,844,26233,165792,1,1.85
Machine Gun PreacherÂ ,http://www.imdb.com/title/tt1586752/?ref_=fn_tt_tt_1,2011,Color,Action|Biography|Crime|Drama,africa|biker|church|orphanage|preacher,129,English,USA,R,134,124,Marc Forster,6.8,30000000,537580,21000,395,Gerard Butler,Madeline Carroll,Kathy Baker,18000,1000,313,19620,52972,1,2.35
Mad Max: Fury RoadÂ ,http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1,2015,Color,Action|Adventure|Sci-Fi|Thriller,australia|desert|escape|on the run|post apocalypse,120,English,Australia,R,739,1588,George Miller,8.1,150000000,153629485,191000,750,Tom Hardy,Charlize Theron,ZoÃ« Kravitz,27000,9000,943,40025,552503,0,2.35
Madagascar 3: Europe's Most WantedÂ ,http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1,2012,Color,Adventure|Animation|Comedy|Family,animal|circus|island name in title|lemur|penguin,93,English,USA,PG,211,154,Eric Darnell,6.9,145000000,216366733,17000,35,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,851,770,436,2444,119213,0,1.85
Made in DagenhamÂ ,http://www.imdb.com/title/tt1371155/?ref_=fn_tt_tt_1,2010,Color,Biography|Comedy|Drama|History,equal pay|machinist|minister|protest|sex,113,English,UK,R,163,73,Nigel Cole,7.2,7200000,1094798,0,13,Bob Hoskins,Robbie Kay,Sally Hawkins,5000,629,594,7692,11158,6,2.35
Madea's Witness ProtectionÂ ,http://www.imdb.com/title/tt2215285/?ref_=fn_tt_tt_1,2012,Color,Comedy|Crime|Drama,critically bashed|culture shock|interracial relationship|madea series|ponzi scheme,114,English,USA,PG-13,31,50,Tyler Perry,4.8,20000000,65623128,0,0,John Amos,Tom Arnold,Romeo Miller,982,618,582,2753,7354,5,1.85
MaggieÂ ,http://www.imdb.com/title/tt1881002/?ref_=fn_tt_tt_1,2015,Color,Drama|Horror,father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse,95,English,USA,PG-13,256,200,Henry Hobson,5.6,8500000,131175,22000,9,Joely Richardson,J.D. Evermore,David A Cole,584,430,428,1885,30219,2,2.35
Magic Mike XXLÂ ,http://www.imdb.com/title/tt2268016/?ref_=fn_tt_tt_1,2015,Color,Comedy|Drama|Music,male bonding|male friendship|male objectification|muscular|stripper,115,English,USA,R,222,135,Gregory Jacobs,5.7,14800000,66009973,41000,13,Matt Bomer,Channing Tatum,Kevin Nash,20000,17000,642,38963,38202,3,2.35
Magic MikeÂ ,http://www.imdb.com/title/tt1915581/?ref_=fn_tt_tt_1,2012,Color,Comedy|Drama,bank|male nudity|male objectification|male stripper|stripper,110,English,USA,R,324,281,Steven Soderbergh,6.1,7000000,113709992,54000,0,Channing Tatum,Alex Pettyfer,Matthew McConaughey,17000,15000,11000,46646,108843,1,2.35
MaleficentÂ ,http://www.imdb.com/title/tt1587310/?ref_=fn_tt_tt_1,2014,Color,Action|Adventure|Family|Fantasy|Romance,curse|dark fantasy|fairy|king|kingdom,97,English,USA,PG,401,634,Robert Stromberg,7,180000000,241407328,89000,171,Angelina Jolie Pitt,Sharlto Copley,Sam Riley,11000,2000,846,15516,252257,2,2.35
MamaÂ ,http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1,2013,Color,Fantasy|Horror,aunt|children|death of sister|forest|hiding in a closet,100,English,Canada,PG-13,393,304,AndrÃ©s Muschietti,6.2,20000000,71588220,57000,127,Javier Botet,Megan Charpentier,Isabelle NÃ©lisse,1000,340,250,1949,134869,1,1.85
Man of SteelÂ ,http://www.imdb.com/title/tt0770828/?ref_=fn_tt_tt_1,2013,Color,Action|Adventure|Fantasy|Sci-Fi,based on comic book|british actor playing american character|final battle|origin of hero|reboot,143,English,USA,PG-13,733,2536,Zack Snyder,7.2,225000000,291021565,118000,0,Henry Cavill,Christopher Meloni,Harry Lennix,15000,3000,748,20495,548573,0,2.35
Man on a LedgeÂ ,http://www.imdb.com/title/tt1568338/?ref_=fn_tt_tt_1,2012,Color,Action|Crime|Thriller,detective|diamond|hotel|police|rooftop,102,English,USA,PG-13,258,153,Asger Leth,6.6,42000000,18600911,11000,20,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,107,81,54,362,125198,6,2.35
Mandela: Long Walk to FreedomÂ ,http://www.imdb.com/title/tt2304771/?ref_=fn_tt_tt_1,2013,Color,Biography|Drama|History,africa|apartheid|nelson mandela|president|resistance,141,English,UK,PG-13,211,108,Justin Chadwick,7.1,35000000,8324748,13000,56,Terry Pheto,Fana Mokoena,Tony Kgoroge,113,98,38,301,21223,1,2.35
ManiacÂ ,http://www.imdb.com/title/tt2103217/?ref_=fn_tt_tt_1,2012,Color,Horror|Thriller,exhibition|mannequin|obsession|oral sex|photographer,89,English,France,Not Rated,279,131,Franck Khalfoun,6.1,6000000,12843,0,33,America Olivo,Nora Arnezeder,Liane Balaban,470,378,118,1233,27297,0,2.35
MargaretÂ ,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,2011,Color,Drama,accident|bus|loss of virginity|new york city|virginity,186,English,USA,R,116,119,Kenneth Lonergan,6.5,14000000,46495,0,50,Matt Damon,Kieran Culkin,John Gallagher Jr.,13000,1000,338,14638,12053,1,1.85
Margin CallÂ ,http://www.imdb.com/title/tt1615147/?ref_=fn_tt_tt_1,2011,Color,Biography|Drama|Thriller,capital management|financial crisis|financial disaster|investment fraud|management,107,English,USA,R,290,225,J.C. Chandor,7.1,3500000,5354039,21000,78,Kevin Spacey,Demi Moore,Ashley Williams,18000,2000,969,22834,92599,8,1.85
MarmadukeÂ ,http://www.imdb.com/title/tt1392197/?ref_=fn_tt_tt_1,2010,Color,Comedy|Family,dog|great dane|rivalry|talking animal|talking cat,87,English,USA,PG,98,65,Tom Dey,4.2,50000000,33643461,0,9,Emma Stone,Judy Greer,Steve Coogan,15000,2000,1000,20061,11257,0,2.35
Mars Needs MomsÂ ,http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1,2011,Color,Action|Adventure|Animation|Comedy|Family|Sci-Fi,boy|martian|rescue|robot|sexism,88,English,USA,PG,132,112,Simon Wells,5.4,150000000,21379315,0,25,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,921,562,433,2652,17590,0,2.35
Martha Marcy May MarleneÂ ,http://www.imdb.com/title/tt1441326/?ref_=fn_tt_tt_1,2011,Color,Drama|Mystery|Thriller,connecticut|cult|memory|new york|telephone call,102,English,USA,R,348,186,Sean Durkin,6.9,,2981638,0,46,Christopher Abbott,Julia Garner,Brady Corbet,321,300,287,1263,40425,0,2.35
MaxÂ ,http://www.imdb.com/title/tt3369806/?ref_=fn_tt_tt_1,2015,Color,Adventure|Family,afghanistan|death of marine|dog|dog adoption|man dog relationship,111,English,USA,PG,61,87,Boaz Yakin,6.8,20000000,42652003,33000,132,Jay Hernandez,Joseph Julian Soria,Edgar Arreola,1000,465,455,2851,18915,0,2.35
"McFarland, USAÂ ",http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,2015,Color,Biography|Drama|Sport,coach|high school|place name in title|school|student,129,English,USA,PG,113,83,Niki Caro,7.4,17000000,44469602,21000,51,Morgan Saylor,Valente Rodriguez,Diana Maria Riva,427,234,89,952,23480,0,2.35
McHale's NavyÂ             ,http://www.imdb.com/title/tt0055689/?ref_=fn_tt_tt_1,, Black and White,Comedy|War,american soldier|naval uniform|navy|patrol boat|uniform,30,English,USA,TV-G,4,18,,7.5,,,455,,Tim Conway,Gavin MacLeod,Bob Hastings,870,284,253,1610,1558,1,4
Me Before YouÂ ,http://www.imdb.com/title/tt2674426/?ref_=fn_tt_tt_1,2016,Color,Drama|Romance,accident|caretaker|economic hardship|quadriplegic|wheelchair,110,English,UK,PG-13,151,130,Thea Sharrock,7.6,20000000,56154094,51000,17,Sam Claflin,Emilia Clarke,Brendan Coyle,11000,10000,418,21852,44723,0,2.35
Me You and Five BucksÂ ,http://www.imdb.com/title/tt2265431/?ref_=fn_tt_tt_1,2015,Color,Comedy|Drama|Romance,,93,English,USA,,,,Jaime Zevallos,7.6,1500000,,132,228,Angela Sarafyan,Jaime Zevallos,Michael Elian,310,228,134,771,7,1,
Meek's CutoffÂ ,http://www.imdb.com/title/tt1518812/?ref_=fn_tt_tt_1,2010,Color,Drama|Western,desert|oregon|survival|trust|water,104,English,USA,PG,200,98,Kelly Reichardt,6.5,,977600,0,129,Bruce Greenwood,Zoe Kazan,Shirley Henderson,991,962,887,3427,8204,1,1.33
Meet the BrownsÂ             ,http://www.imdb.com/title/tt1319598/?ref_=fn_tt_tt_1,,Color,Comedy,african american|character name in title|family relationships|sitcom,30,English,USA,,3,20,,3.5,,,211,,Lamman Rucker,David Mann,Denise Boutte,607,378,295,1530,1922,2,1.85
MegamindÂ ,http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1,2010,Color,Action|Animation|Comedy|Family|Sci-Fi,battle|city|planet|prison|superhero,95,English,USA,PG,233,187,Tom McGrath,7.3,130000000,148337537,13000,96,J.K. Simmons,Brad Pitt,Will Ferrell,24000,11000,8000,46120,172754,3,2.35
MelancholiaÂ ,http://www.imdb.com/title/tt1527186/?ref_=fn_tt_tt_1,2011,Color,Drama|Sci-Fi,art director|breasts|depression|outdoor sex|riding a horse,130,English,Denmark,R,439,551,Lars von Trier,7.1,7400000,3029870,50000,3000,Alexander SkarsgÃ¥rd,Kirsten Dunst,Charlotte Rampling,10000,4000,844,15835,128729,1,2.35
Men in Black 3Â ,http://www.imdb.com/title/tt1409024/?ref_=fn_tt_tt_1,2012,Color,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,alien|criminal|m.i.b.|maximum security prison|prison,106,English,USA,PG-13,451,341,Barry Sonnenfeld,6.8,225000000,179020854,40000,188,Will Smith,Michael Stuhlbarg,Nicole Scherzinger,10000,816,718,12572,268154,1,1.85
Metallica Through the NeverÂ ,http://www.imdb.com/title/tt2172935/?ref_=fn_tt_tt_1,2013,Color,Music,headbanger|metallica|roadie|song in title|standing on the roof of a car,93,English,USA,R,103,56,NimrÃ³d Antal,7.2,,3419967,19000,190,James Hetfield,Mackenzie Gray,Lars Ulrich,364,253,151,1083,13359,0,2.35
Mi AmericaÂ ,http://www.imdb.com/title/tt2460506/?ref_=fn_tt_tt_1,2015,Color,Crime|Drama,,125,English,USA,R,4,1,Robert Fontaine,7.2,2100000,3330,305,7,Michael Derek,Arturo Castro,Brad Lee Wind,128,22,17,214,22,0,2.35
Miami ViceÂ             ,http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1,,Color,Action|Crime|Drama|Mystery|Thriller,cult tv|detective|drugs|police|undercover,60,English,USA,TV-14,21,74,,7.5,1500000,,0,,Don Johnson,Philip Michael Thomas,John Diehl,982,321,184,1687,16769,2,1.33
Middle of NowhereÂ ,http://www.imdb.com/title/tt1211890/?ref_=fn_tt_tt_1,2012,Color,Drama,,97,English,USA,R,37,10,Ava DuVernay,6.5,200000,78030,569,151,Omari Hardwick,David Oyelowo,Lorraine Toussaint,1000,1000,305,3021,1034,2,2.35
Midnight in ParisÂ ,http://www.imdb.com/title/tt1605783/?ref_=fn_tt_tt_1,2011,Color,Comedy|Fantasy|Romance,1920s|golden age|midnight|paris france|time travel romance,94,English,Spain,PG-13,487,509,Woody Allen,7.7,17000000,56816662,78000,11000,Kurt Fuller,Audrey Fleurot,Nina Arianda,617,204,183,1289,301149,1,1.85
Midnight SpecialÂ ,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1,2016,Color,Adventure|Drama|Sci-Fi|Thriller,cult|father son relationship|gas station|on the run|supernatural ability,112,English,Greece,PG-13,263,156,Jeff Nichols,6.7,18000000,3707794,0,337,Kirsten Dunst,Sam Shepard,Paul Sparks,4000,820,201,5671,31359,0,2.35
Million Dollar ArmÂ ,http://www.imdb.com/title/tt1647668/?ref_=fn_tt_tt_1,2014,Color,Biography|Drama|Sport,baseball|based on true story|india|sports agent|training,124,English,USA,PG,151,96,Craig Gillespie,7,25000000,36447959,10000,44,Jon Hamm,Suraj Sharma,Gregory Alan Williams,4000,774,367,6393,35833,0,2.39
MinionsÂ ,http://www.imdb.com/title/tt2293640/?ref_=fn_tt_tt_1,2015,Color,Action|Animation|Comedy|Family|Sci-Fi,antarctica|minion|queen|super villain|villain,91,English,USA,PG,308,275,Kyle Balda,6.4,74000000,336029560,70000,22,Steve Carell,Jon Hamm,Steve Coogan,7000,4000,1000,13616,142403,0,1.85
Miracles from HeavenÂ ,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,2016,Color,Drama,child cancer|christian film|christianity|falling into a hole|inspiring,109,English,USA,PG,63,55,Patricia Riggen,6.8,13000000,61693523,16000,36,Jennifer Garner,Brighton Sharbino,Martin Henderson,3000,3000,579,7833,6276,0,1.85
Mirror MirrorÂ ,http://www.imdb.com/title/tt1667353/?ref_=fn_tt_tt_1,2012,Color,Adventure|Comedy|Drama|Family|Fantasy,kingdom|prince|princess|queen|snow,106,English,USA,PG,382,208,Tarsem Singh,5.6,85000000,64933670,18000,763,Julia Roberts,Nathan Lane,Danny Woodburn,8000,886,809,11454,70838,1,1.85
MisconductÂ ,http://www.imdb.com/title/tt3658772/?ref_=fn_tt_tt_1,2016,Color,Drama|Thriller,black panties|lust|sexual attraction|voyeur|voyeurism,106,English,USA,R,38,50,Shintaro Shimosawa,5.3,11000000,,0,29,Al Pacino,Anthony Hopkins,Glen Powell,14000,12000,571,27660,6935,3,2.35
Miss JulieÂ ,http://www.imdb.com/title/tt2667960/?ref_=fn_tt_tt_1,2014,Color,Drama|Romance,kissing someone's boot|midsummer|telling someone to shut up|two word title|valet,129,English,Norway,PG-13,88,14,Liv Ullmann,5.6,5500000,,0,440,Samantha Morton,Jessica Chastain,Colin Farrell,631,0,0,631,2894,2,
Mission: Impossible - Ghost ProtocolÂ ,http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1,2011,Color,Action|Adventure|Thriller,dubai|kremlin|race against time|russian|terrorist,133,English,USA,PG-13,432,512,Brad Bird,7.4,145000000,209364921,35000,663,Tom Cruise,Jeremy Renner,Michael Nyqvist,10000,10000,690,21768,365104,3,2.35
Mission: Impossible - Rogue NationÂ ,http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1,2015,Color,Action|Adventure|Thriller,capture|computer hacker|mission|rogue agent|spy,131,English,China,PG-13,465,440,Christopher McQuarrie,7.4,150000000,195000874,47000,188,Tom Cruise,Jeremy Renner,Sean Harris,10000,10000,641,21840,232187,0,2.35
Moms' Night OutÂ ,http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1,2014,Color,Comedy,blogger|pastor|reference to the shawshank redemption|taser|tasered,98,English,USA,PG,49,125,Andrew Erwin,5.4,5000000,10429707,0,10,Alex Kendrick,Sarah Drew,Patricia Heaton,589,416,402,2705,10483,,2.35
Money MonsterÂ ,http://www.imdb.com/title/tt2241351/?ref_=fn_tt_tt_1,2016,Color,Crime|Drama|Thriller,death|hostage|money|shot in the chest|shot in the heart,98,English,USA,R,268,103,Jodie Foster,6.7,27000000,41008532,0,0,Julia Roberts,Jack O'Connell,Chris Bauer,8000,698,638,10894,19611,1,2.35
MoneyballÂ ,http://www.imdb.com/title/tt1210166/?ref_=fn_tt_tt_1,2011,Color,Biography|Drama|Sport,baseball|meeting|statistics|strategy|voice over,133,English,USA,PG-13,419,312,Bennett Miller,7.6,50000000,75605492,27000,152,Philip Seymour Hoffman,Robin Wright,Brad Pitt,22000,18000,11000,53094,283563,1,1.85
Monsters UniversityÂ ,http://www.imdb.com/title/tt1453405/?ref_=fn_tt_tt_1,2013,Color,Adventure|Animation|Comedy|Family|Fantasy,cheating|fraternity|monster|singing in a car|university,104,English,USA,G,376,265,Dan Scanlon,7.3,200000000,268488329,44000,37,Steve Buscemi,Tyler Labine,Sean Hayes,12000,779,760,14863,235025,0,1.85
MonstersÂ ,http://www.imdb.com/title/tt1470827/?ref_=fn_tt_tt_1,2010,Color,Drama|Sci-Fi|Thriller,alien|alien invasion|destroyed building|destruction|mexico,94,English,UK,R,344,451,Gareth Edwards,6.4,500000,237301,19000,380,Scoot McNairy,Whitney Able,Ricky Catter,660,280,113,1118,75669,0,2.35
Monte CarloÂ ,http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1,2011,Color,Adventure|Comedy|Family|Romance,cell phone|hotel|misunderstanding|monte carlo|young woman,109,English,Hungary,PG,94,44,Thomas Bezucha,5.8,20000000,23179303,6000,15,Leighton Meester,Luke Bracey,Brett Cullen,3000,775,350,4257,32951,3,1.85
Moonrise KingdomÂ ,http://www.imdb.com/title/tt1748122/?ref_=fn_tt_tt_1,2012,Color,Adventure|Comedy|Drama|Romance,1960s|boy scouts|boy scouts camp|coming of age|young love,94,English,USA,PG-13,487,377,Wes Anderson,7.8,16000000,45507053,71000,0,Bruce Willis,Bill Murray,Bob Balaban,13000,13000,559,27911,237848,2,1.85
Mooz-LumÂ ,http://www.imdb.com/title/tt1450328/?ref_=fn_tt_tt_1,2010,Color,Drama|Family,one word title,94,English,USA,PG-13,8,14,Qasim Basir,6.7,,,0,13,Dorian Missick,Nia Long,Evan Ross,1000,826,616,3288,919,1,
Morning GloryÂ ,http://www.imdb.com/title/tt1126618/?ref_=fn_tt_tt_1,2010,Color,Comedy|Drama|Romance,job offer|roller coaster|slow motion action scene|slow motion sequence|television,107,English,USA,PG-13,212,156,Roger Michell,6.5,40000000,30993544,0,50,Noah Bean,Patti D'Arbanville,Vanessa Aspillaga,293,117,58,621,58871,0,2.35
MortdecaiÂ ,http://www.imdb.com/title/tt3045616/?ref_=fn_tt_tt_1,2015,Color,Action|Comedy|Mystery|Romance,art dealer|fake painting|macguffin|moustache|stolen painting,107,English,UK,R,181,188,David Koepp,5.5,60000000,7605668,12000,192,Johnny Depp,Olivia Munn,Ulrich Thomsen,40000,2000,280,42683,47320,2,2.35
Movie 43Â ,http://www.imdb.com/title/tt1333125/?ref_=fn_tt_tt_1,2013,Color,Comedy,awkwardness|embarrassment|gross out|irreverence|shame,94,English,USA,R,180,352,Elizabeth Banks,4.3,6000000,8828771,25000,0,Hugh Jackman,Kate Winslet,Seth MacFarlane,20000,14000,3000,41059,79146,10,1.85
Mozart's SisterÂ ,http://www.imdb.com/title/tt1653911/?ref_=fn_tt_tt_1,2010,Color,Biography|Drama|Music|Romance,mozart|musical prodigy|royal court|singer|talent,120,French,France,,50,17,RenÃ© FÃ©ret,6.4,,706622,0,0,Nicolas Giraud,Clovis Fouin,Marie FÃ©ret,24,12,9,53,1213,2,1.85
Mr. ChurchÂ ,http://www.imdb.com/title/tt4196848/?ref_=fn_tt_tt_1,2016,Color,Drama,,104,English,USA,PG-13,5,5,Bruce Beresford,8,8000000,,205,78,Mckenna Grace,Lucy Fry,Natalie Coughlin,502,206,189,1546,63,0,2.35
Mr. Peabody & ShermanÂ ,http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1,2014,Color,Adventure|Animation|Comedy|Family|Sci-Fi,dog|father son relationship|inventor|talking dog|time travel,92,English,USA,PG,196,130,Rob Minkoff,6.9,145000000,111505642,11000,50,Ty Burrell,Zach Callison,Karan Brar,3000,1000,517,5810,47900,2,1.85
Mr. Popper's PenguinsÂ ,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,2011,Color,Comedy|Family|Fantasy,father|penguin|snowglobe|son|winter,94,English,USA,PG,189,108,Mark Waters,6,55000000,68218041,14000,70,Madeline Carroll,Ophelia Lovibond,Philip Baker Hall,1000,549,497,2820,67191,1,1.85
Mr. TurnerÂ ,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,2014,Color,Biography|Drama|History,prism|rented room|scrofula|sketching|sunrise,150,English,UK,R,262,165,Mike Leigh,6.8,8200000,3958500,0,608,Lesley Manville,Ruth Sheen,Karl Johnson,149,44,43,390,17933,0,2.35
MudÂ ,http://www.imdb.com/title/tt1935179/?ref_=fn_tt_tt_1,2012,Color,Drama,14 year old|boat|bounty hunter|boy|river,130,English,USA,PG-13,368,261,Jeff Nichols,7.4,10000000,21589307,27000,337,Matthew McConaughey,Tye Sheridan,Sam Shepard,11000,1000,820,13960,135286,1,2.35
Muppets Most WantedÂ ,http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1,2014,Color,Adventure|Comedy|Crime|Family|Musical,europe|frog|gulag|prison break|puppet,119,English,USA,PG,277,110,James Bobin,6.4,50000000,51178893,10000,33,Ty Burrell,Tina Fey,Hugh Bonneville,3000,2000,518,6089,24285,4,1.85
Mutant WorldÂ ,http://www.imdb.com/title/tt3626436/?ref_=fn_tt_tt_1,2014,Color,Sci-Fi,,82,English,Canada,,4,10,David Winning,2.8,1500000,,236,65,Ashanti,Amber Marshall,John DeSantis,341,265,146,967,459,0,
Mutual FriendsÂ ,http://www.imdb.com/title/tt2112209/?ref_=fn_tt_tt_1,2013,Color,Comedy|Romance,bromance|manhattan new york city|new york city|photograph|surprise,86,English,USA,,3,3,Matthew Watts,6.8,450000,,31,0,Jennifer Lafleur,Cheyenne Jackson,Michael Stahl-David,873,469,304,2830,64,1,
My Big Fat Greek Wedding 2Â ,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,2016,Color,Comedy|Family|Romance,family restaurant|greek|remarriage|suburb|wedding,94,English,USA,PG-13,156,103,Kirk Jones,6.1,18000000,59573085,19000,52,Nia Vardalos,Louis Mandylor,Joey Fatone,567,312,261,2259,13562,10,2.35
My Last Day Without YouÂ ,http://www.imdb.com/title/tt1679248/?ref_=fn_tt_tt_1,2011,Color,Comedy|Drama|Romance,business trip|german|love|new york|singer songwriter,90,English,USA,,21,12,Stefan C. Schaefer,5.7,1000000,,370,0,Nicole Beharie,Marlene Forte,Reg E. Cathey,898,395,360,2116,982,1,1.66
My Lucky StarÂ ,http://www.imdb.com/title/tt2102502/?ref_=fn_tt_tt_1,2013,Color,Action|Adventure|Comedy|Romance,,114,Chinese,China,,11,2,Dennie Gordon,5.1,,50000,81,29,Leehom Wang,Ruby Lin,Jack Kao,163,20,11,219,322,2,2.35
My Name Is KhanÂ ,http://www.imdb.com/title/tt1188996/?ref_=fn_tt_tt_1,2010,Color,Adventure|Drama|Thriller,airport|asperger's syndrome|autism|muslim|racial profiling,128,Hindi,India,PG-13,210,235,Karan Johar,8,12000000,4018695,27000,160,Shah Rukh Khan,Jimmy Shergill,Christopher B. Duncan,8000,327,81,8532,69759,2,2.35
My Soul to TakeÂ ,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,2010,Color,Horror|Mystery|Thriller,evil|killer|murder|psychopath|serial killer,107,English,USA,R,160,136,Wes Craven,4.8,25000000,14637490,0,0,Frank Grillo,Emily Meade,Zena Grey,798,374,255,2537,16411,2,2.35
